	CTR19A_CD140a	CTR19B_CD140a	CTR19C_CD140a	CTR19F_CD140a	HD20C_CD140a	HD20D_CD140a	HD20E_CD140a	HD20F_CD140a	HD20G_CD140a
ENSG00000012983	116.53	64.55	53.74	138.02	81.19	113.63	106.94	36.44	142.71
ENSG00000013016	9.26	3.64	7.17	15.59	3.04	1.81	2.73	3.54	1.7
ENSG00000013275	80.31	66.4	74.87	64.5	68.99	70.24	71.63	75.53	59.35
ENSG00000013288	11.38	8.93	12.99	7.98	10.13	10.88	13.45	6.69	7.99
ENSG00000013293	2.36	0.08	0.19	4.59	0.01	0.03	0.09	0.37	0
ENSG00000013297	3.95	3.57	1.13	28.25	0.22	0.08	0.65	1.08	0.38
ENSG00000013306	69.58	99.89	102.53	71.1	86.57	71.1	79.08	59.34	55.07
ENSG00000013364	11.75	34.39	53.13	16.16	39.34	14.5	36.43	7.17	11.25
ENSG00000013374	59.62	32.63	45.37	48.87	52.12	45.9	49.5	55.6	51.68
ENSG00000013375	53.72	38.19	46.22	53.16	40.14	39.14	52.24	41.24	43.29
ENSG00000013392	9.66	7.1	5.66	10.72	6.99	7.29	7.9	4.19	8.13
ENSG00000013441	218.22	155.93	125.8	134.24	169.3	205.3	167.88	26.12	290.38
ENSG00000013503	7.99	4.41	4.94	6.89	5	5.53	7.04	5.98	5.02
ENSG00000013523	27.25	16.41	13.12	26.95	18.01	23.22	24.03	9.03	21.16
ENSG00000013561	43.75	25.54	32.28	41.06	33.42	34.51	47.55	51.54	45.26
ENSG00000013563	6.4	9.7	7.54	4.12	12.94	7.96	9.35	3.26	3.85
ENSG00000013573	55.03	108.3	63.36	68.21	107.74	121.17	100.08	21.53	116.66
ENSG00000013583	17.97	17.32	16.13	18.23	17.27	15.28	17.29	18.46	15.9
ENSG00000013588	0.14	0.37	0.16	0.31	0.46	0.08	0.53	0.17	0.01
ENSG00000013619	13.67	15.36	14.02	18.61	17.21	14.07	14.98	7.5	14.62
ENSG00000013725	0.03	0.14	0.18	0.13	0	0	0.07	0.01	0
ENSG00000013810	64.79	141.47	118.32	73.71	153.71	160.32	147.35	110.72	126.68
ENSG00000014123	19.25	15.77	13.27	19.64	14.79	18.99	23.12	13.38	23.01
ENSG00000014138	15.19	38.97	36.44	27.43	33.82	36.76	36.92	40.98	35.41
ENSG00000014164	9.37	7.05	8.93	5.35	9.91	9.88	8.18	11.51	5.01
ENSG00000014216	67.22	68.49	79.89	62.68	85.65	100.59	102.21	97.73	68.12
ENSG00000014257	0.8	1.39	2.56	0.35	0.51	0	0	0.13	0
ENSG00000014641	189.33	151.17	157.25	179.66	151.01	150.61	162.32	200.87	164.97
ENSG00000014824	77.42	44.88	46.84	58.44	61.31	57.93	77.57	85.83	55.6
ENSG00000014914	10.76	10.28	18.59	10.02	18.14	18.04	22.91	4.37	17.05
ENSG00000014919	40.93	30.07	26.57	35.45	31.19	34.39	37.21	30.16	32.76
ENSG00000015133	14.41	20.09	22.47	10.56	36.87	30.99	39.62	24.58	26.75
ENSG00000015153	40.81	21.04	20.81	29.24	28.16	31.24	39.68	38.76	45.8
ENSG00000015171	93.77	61.28	62.95	79.95	62.73	74.95	91.62	69.91	80.54
ENSG00000015285	1.37	3.83	1.84	2.8	1.8	3.32	1.62	1.22	1.77
ENSG00000015413	0.25	0	0	0	0	0	0	0	0.04
ENSG00000015475	20.63	15.71	16.74	15.74	31.3	21.59	18.14	29.39	23.82
ENSG00000015479	431.23	263.43	267.13	381.65	292.59	344.79	398.41	450.19	422.86
ENSG00000015520	0.04	0.11	0.14	0.06	0	0.03	0.02	0.01	0.03
ENSG00000015532	13.36	17.44	28.01	15.42	17.83	17.7	18.59	7.61	11.28
ENSG00000015568	26.13	30.7	19.24	23.42	32.09	23.82	25.52	8.38	35.06
ENSG00000015592	104.64	88.24	85.05	97.32	129.93	139.37	99.87	179.01	127.83
ENSG00000015676	63.88	41.84	55.85	65.24	55.85	65.85	67.63	87.41	52.21
ENSG00000016082	0.63	0.89	4.36	0.49	0.65	0.06	0.2	0.35	0
ENSG00000016391	4.09	3.5	2.43	5.16	4.07	5.08	5.98	3.89	4.65
ENSG00000016402	0	0	0	0	0.04	0.13	0	0	0
ENSG00000016490	0	0	0	0	0	0	0	0.04	0
ENSG00000016602	0	0	0	0	0	0	0	0	0.11
ENSG00000016864	89.87	78.43	81.26	79.75	82.64	77.02	98.43	69.26	94.78
ENSG00000017260	102.06	54.93	61.42	91.53	58.8	76.83	79.12	72.73	96.43
ENSG00000017427	0.26	2.12	0.58	2.09	0.42	0.05	0.44	0.47	0
ENSG00000017483	0.78	2.24	2.35	2.07	1.58	1.32	2.83	0.59	2.1
ENSG00000017797	26.4	15.64	24.53	24.18	27.1	24.91	29.69	39.77	28.54
ENSG00000018189	172.1	118.25	123.27	160.1	140.03	133.79	180.46	119.38	151.26
ENSG00000018236	123.01	11.11	7.44	94.17	1.1	0.56	1.06	1.96	0.15
ENSG00000018280	0.15	0.23	0.06	0.16	0.32	0.77	0.21	0.05	0.08
ENSG00000018408	55.94	61.72	66.48	46.2	67.22	44.47	93.42	77.48	38.24
ENSG00000018510	25.22	17.88	19.51	24.79	12.74	9.12	16.11	20.2	12.71
ENSG00000018607	0	0	0	0.08	0	0	0.06	0	0
ENSG00000018610	17.38	16.35	19.5	20.79	19.6	23.71	24.69	19.24	21.29
ENSG00000018625	67.39	110.99	92.07	122.51	81.28	79.26	132.16	133.4	73.95
ENSG00000018699	11.4	7.32	9.79	7.97	6.71	8.56	13.04	12.98	9.45
ENSG00000018869	8.69	7.44	7.89	9.41	9.12	10.05	8.14	7.46	11.17
ENSG00000019102	0	0.37	0	0.04	0.12	0	0	0.04	0.04
ENSG00000019144	151.66	112.52	97.21	156.19	124.55	154.37	108.99	56.45	120.03
ENSG00000019169	0	0	0.56	0	0	0	0	0	0
ENSG00000019186	0.35	0.46	0	0	0	0	0	0.12	0
ENSG00000019485	5.63	3.51	4.03	5.76	4.34	3.62	4.45	3.01	2.03
ENSG00000019505	19.64	1.54	1.17	20.25	0.18	0.52	0.11	1.3	0.68
ENSG00000019549	2.2	2.99	21.04	3.05	3.57	0.63	1.38	0.8	0.45
ENSG00000019582	21.01	5.79	13.53	17.75	23.75	2.76	34.18	0.73	2.25
ENSG00000019991	0.6	1.87	3.16	3.25	1.47	1.86	2.83	2.21	1.61
ENSG00000019995	24.42	15.59	19.24	20.49	21.59	21.6	29.41	29.27	27.93
ENSG00000020129	32.87	17.41	29.51	23.38	16.77	6.29	14.42	13.98	4.56
ENSG00000020181	1.85	5.29	7.34	3.63	2.57	1.04	3.04	1.32	1.45
ENSG00000020219	0.13	0.08	0.22	0.17	0.08	0	0.12	0	0.31
ENSG00000020256	14.21	11.53	12.02	12.72	17.25	20.04	20.61	23.5	11.89
ENSG00000020426	59.21	36.55	31.73	54.09	30.32	27.93	35.92	34.59	36.45
ENSG00000020577	18.33	17.37	13.87	15.46	20.02	6.01	16.74	6.89	6.76
ENSG00000020633	0.06	0.29	0	0	0	0	0.1	0	0
ENSG00000020922	12.98	12.1	10.96	13.97	22.75	19.19	26.14	17.51	26.81
ENSG00000021300	34.63	14.32	25.19	49.29	12.23	9.52	13.08	13.18	5.34
ENSG00000021355	0.21	1.2	1.72	0.55	1.71	0.82	0.68	0.39	1.2
ENSG00000021461	0.31	0	0	0.23	0.37	0.54	0.32	0	0.26
ENSG00000021488	0.76	2.45	1.5	1.11	1.17	1.06	1.41	0.31	1.36
ENSG00000021574	43.25	23	19.58	34.41	28.8	37.92	40.87	63.35	44.64
ENSG00000021645	27.53	50.19	30.59	19.9	81.01	110.76	89.42	87.29	126.25
ENSG00000021762	25.31	34.99	40.56	26.91	35.17	22.71	26.39	12.47	17.77
ENSG00000021776	21.91	21.82	16.65	19.79	22.18	29.13	32.49	26.36	33.79
ENSG00000021826	8.82	11.19	9.38	7	11.68	12.48	11.74	12.51	12.95
ENSG00000021852	0	0	0	0	0	0	0	0	0
ENSG00000022267	357.18	151.24	138.87	226.5	101.17	121.32	128.66	128.4	126.47
ENSG00000022277	108.24	89.19	96.8	88.42	106.45	113.32	121.74	121.96	109.83
ENSG00000022355	0.13	0.28	0.25	0.18	0	0.18	0	0.19	0.29
ENSG00000022556	5.05	13	8.46	10.38	0	0	0.45	0	0
ENSG00000022567	5.53	5.87	4.3	4.05	5.19	4.31	5.77	5.42	2.73
ENSG00000022840	228.7	155	177.01	189.11	145.29	159.86	196.48	177.47	183
ENSG00000022976	13.32	21.11	14.86	16	14.26	18.36	16.66	6.84	22.12
ENSG00000023041	42.16	47.21	39.66	40.93	42.69	44.29	52.15	21.25	69.69
ENSG00000023171	2.32	4.48	2.16	2.79	1.12	3.12	2.93	2.62	2.93
ENSG00000023191	63.12	66.12	70.13	45.83	83.29	60.14	64.7	68.8	32.66
ENSG00000023228	64.95	40.69	49.04	74.58	57.63	49.4	79.95	84.14	62.8
ENSG00000023287	48.27	28.62	27.48	38.19	36.85	41.73	49.47	50.28	59.61
ENSG00000023318	19.02	14.24	15.77	15.68	14.08	15.17	21	16.88	18.04
ENSG00000023330	36.91	31.62	30	32.16	33.23	31.22	40.31	37.62	26.54
ENSG00000023445	0.1	0.98	1.28	0.3	0.83	0.56	0.79	0.14	0.37
ENSG00000023516	25.13	12.88	14.73	27.28	15.91	19.24	22.97	24.16	22.9
ENSG00000023572	17.94	13.28	17.79	13.39	12.83	12.63	17.71	13.06	19.42
ENSG00000023608	6.56	5.18	5.79	5.28	7.26	5.73	6.22	8.27	6.1
ENSG00000023697	28.75	26.25	25.17	24.64	37.8	36.25	41.75	60.48	42.13
ENSG00000023734	250.15	153.2	180.51	183.23	145.8	150.27	175.47	223.48	169.55
ENSG00000023839	0.95	0.91	1.1	0.38	0.32	1.17	0.54	0.09	0.46
ENSG00000023892	0.15	0.67	0.38	0.31	0.12	0	0	0.05	0.27
ENSG00000023902	87.56	130.96	118.46	63.54	166.27	176.45	130.51	133.73	152.67
ENSG00000023909	10.5	7.74	9.08	8.35	7.86	8.14	12.61	13.14	12.06
ENSG00000024048	19.88	14.99	12.86	18.9	15.84	16.54	21.47	9.42	21.48
ENSG00000024422	9.43	16.49	35.96	9.59	17.51	6.41	17.38	8.1	5.42
ENSG00000024526	11.04	15.51	13.74	9.32	18.11	20.46	19.43	24.74	25.1
ENSG00000024862	7.82	9.16	13.74	9.92	11.88	12.73	13.12	8.47	11.28
ENSG00000025039	26.68	14.61	14.3	32.86	15.62	14.55	17.29	20.29	11.3
ENSG00000025156	47.92	34.47	24.53	33.63	38.52	48.31	43.19	42.78	67.34
ENSG00000025293	40.5	25.76	22.59	31.48	34.19	46.73	46.36	70.18	52.44
ENSG00000025423	1.22	3.64	0.92	3.68	1.29	1.18	2.3	1.98	1.26
ENSG00000025434	7.14	18.54	12.13	9.56	12.7	12.2	13.99	5.85	10.76
ENSG00000025708	1.71	0.6	1.07	0.88	1.64	0.58	0.71	0.17	0.46
ENSG00000025770	57.76	104.02	78.92	55.4	94.83	98.35	85.89	51.48	72.11
ENSG00000025772	18.45	17.39	22.01	18.9	21.22	19.35	24.64	21.59	17.13
ENSG00000025796	134.72	83.46	108.85	110.49	106.89	114.83	142.88	116.92	146.05
ENSG00000025800	22.13	17.94	20.08	28.32	24.17	29.79	31.26	29.7	33.28
ENSG00000026025	1452.73	2016.13	2652.98	865.22	2435.11	578.13	1764.49	1292.86	519.12
ENSG00000026036	4.79	12.53	7.12	4.56	7.48	7.47	5.31	0.68	4.06
ENSG00000026103	11.67	13.25	19.92	9.61	21.2	10.12	22.94	11.57	10.18
ENSG00000026297	16.32	23.87	27.74	16.83	16.25	22.48	7.34	9.66	18.64
ENSG00000026508	81.89	137.99	186.3	38.24	200.62	25.93	206.75	34.7	26.74
ENSG00000026559	10.37	9.86	8.19	4.88	18.58	7.15	13.61	16.81	8.08
ENSG00000026652	54.47	34.23	31.02	47.49	39.27	33	34.09	19.93	35.35
ENSG00000026751	0	0	0	0	0	0	0	0	0
ENSG00000026950	23.2	18.4	18.22	23.33	25.42	28.19	28.42	12.23	35.1
ENSG00000027001	7.33	7.5	6.09	6.18	11.03	4.57	10.8	9.7	8.08
ENSG00000027075	0	0	0.98	0.28	0	0	0.04	0.03	0.1
ENSG00000027644	0	0.11	0.05	0.22	0.15	0.12	0.21	0.04	0.04
ENSG00000027697	37.81	27.03	29.08	30.83	31.27	32.36	40.16	32.28	35.75
ENSG00000027847	22.07	23.48	22.2	17.72	21.52	19.81	21.73	21.8	15.21
ENSG00000027869	0.17	0	0	0.03	0.43	0	0	0	0
ENSG00000028116	1.33	3.75	5.48	2.97	1.66	1.97	1.7	0.43	3.98
ENSG00000028137	1.78	1.64	0.8	0.25	1.16	0.4	0.38	0.48	0.07
ENSG00000028203	86.28	53.53	53.27	69.58	74.75	78.19	93.79	82.98	94.31
ENSG00000028277	10.94	6.24	2.06	11.61	7.94	8.79	2.97	2.15	7.83
ENSG00000028310	48.84	46.94	42.44	49.41	62.49	83.15	55.24	41.77	69.33
ENSG00000028528	105.51	69.63	74.14	90.76	74.16	63.13	96.62	60.79	69.17
ENSG00000028839	61.26	42.99	55.03	65	53.8	52.55	46.52	55.82	50.11
ENSG00000029153	8.33	7.1	9.86	7.79	8.83	8.07	6.46	9.73	5.69
ENSG00000029363	141.5	74.28	83.04	117.52	88.19	113.33	131.54	144.78	127.33
ENSG00000029364	42.11	28.41	32.31	36.06	27.6	30.92	37.96	45.08	32.81
ENSG00000029534	1.23	2.92	3.21	0.89	1.53	0.35	1.41	0.48	0.36
ENSG00000029559	0	0	0	0	0	0	0	0	0
ENSG00000029639	11.85	13.41	12.68	12.41	17.52	12.8	16.33	10.35	17.18
ENSG00000029725	71.35	29.88	36.24	65.19	41.2	55.46	49.62	56.8	51.96
ENSG00000029993	259.53	296.95	314.04	150.22	219.7	224.94	239.25	334.72	244.03
ENSG00000030066	35.59	38.55	27.88	36.35	40.86	53.26	56	35.5	66.3
ENSG00000030110	10.47	15.23	15.79	10.48	14.79	14.98	13.59	16.08	10.44
ENSG00000030304	0.24	0	0	0.04	0	0	0	0	0
ENSG00000030419	12.24	5.33	6	7.81	3.53	2.5	3.31	3.17	1.98
ENSG00000030582	78.51	66.4	119.47	49.02	74.92	43.81	90.33	54.41	28.83
ENSG00000031003	29.53	22.08	24.74	20.78	21.79	23.24	32.17	19.85	28.86
ENSG00000031081	10.48	5.55	5.32	15.01	3.17	2.32	5.18	4.24	2.26
ENSG00000031691	9.69	8.3	9.22	12.55	9.75	13.46	15.2	18.65	14.99
ENSG00000031698	154.59	134.36	158.78	142.07	170.89	204.47	223.13	206.05	205.66
ENSG00000031823	88.62	59.52	67.95	61.28	68.36	94.79	92.25	78.65	68.91
ENSG00000032219	36.86	17.01	14.08	29.6	23.25	21.56	30.12	16.56	32.16
ENSG00000032389	42.08	20.79	26.64	27.84	24.28	25.47	32.81	32.55	18.79
ENSG00000032444	36.19	41.91	45.55	39.46	44.01	30.86	34.95	21.35	19.85
ENSG00000032742	20.39	19.64	18.96	20.94	26.18	31.12	27.31	12.47	34.04
ENSG00000033011	15.65	17.1	15.16	13.98	12.8	12.06	15.49	11.68	11.68
ENSG00000033030	41.14	46.82	34.19	30.58	47.58	50.36	48.84	14.27	59.26
ENSG00000033050	34.16	23.15	24.23	23.6	25.82	23.48	33.32	28.21	25.2
ENSG00000033100	19.94	24.55	29.07	17.21	24.68	18.9	21.48	13.16	16.69
ENSG00000033122	5.34	14.81	13.16	9.43	9.6	17.81	5.76	2.39	27.27
ENSG00000033170	31.67	24.23	30.27	26.02	36.61	43.39	54.78	87.43	46.87
ENSG00000033178	54.94	52.39	38.12	48.76	52.89	35.38	57.35	48.81	72.05
ENSG00000033327	25.21	11.3	11.38	23.52	18.95	24.93	26.74	25.16	17.27
ENSG00000033627	94.59	63.02	59.65	104.05	64.11	86.73	80.02	46.26	70.49
ENSG00000033800	33.67	18.97	20.68	30.29	25.91	26.42	30.98	30.62	33.87
ENSG00000033867	32.24	21.04	19.3	24.57	35.18	28.8	34.01	27.87	53.63
ENSG00000034053	97.55	45.09	37.53	77.86	73.09	86.95	65.8	59.09	67.41
ENSG00000034152	7.3	15.01	13.61	10.93	13.16	10.38	11.34	8.91	8.26
ENSG00000034239	1.61	1.24	0.93	3.38	3.1	1.07	0.46	0.74	1.81
ENSG00000034510	1422.43	2350.79	2930.87	1161.57	2504.95	2355.53	1796.63	3085.7	2208.34
ENSG00000034533	2.92	4.24	4	3.67	2.24	1.17	5.04	3.07	1.88
ENSG00000034677	63.93	67.1	69.51	47.45	167.18	80.19	151.9	56.37	100.3
ENSG00000034693	24.22	23.41	16.53	23.57	20.03	20.5	25.37	11.88	19.66
ENSG00000034713	262.89	129.97	157.85	209.58	155.18	159	177.83	214.31	176.73
ENSG00000034971	0	0	0	0.03	0	0	0	0	0
ENSG00000035115	65.68	58.74	45.8	52.51	46.16	51.3	47.02	19.23	63.72
ENSG00000035141	36.86	26.78	36.68	26.9	38.36	45.17	41.65	47.6	42.4
ENSG00000035403	46.7	75.65	93.24	36.27	65.27	27.12	80.06	33.58	26.29
ENSG00000035499	19.49	17.02	15.91	18.91	27.37	25.11	33	46.45	33.55
ENSG00000035664	0.49	2.18	2.49	1.62	2.73	4.35	2.83	1.06	4.71
ENSG00000035681	43.19	34.61	39.93	39.72	36.53	43.58	45.12	26.62	50.92
ENSG00000035687	33.39	34.39	29.87	31.71	28.86	29.18	33.18	31.88	39.39
ENSG00000035720	0	0	0	0	0	0.21	0	0	0.06
ENSG00000035862	211.73	195.81	287.85	184.45	198.53	156.58	271.49	268.53	147.41
ENSG00000035928	49.03	30.42	39.95	46.07	46.52	48.67	67.23	71.09	60.6
ENSG00000036054	34.44	23.82	22.96	25.05	20.61	22.56	31.19	25.52	30.57
ENSG00000036257	107.47	76.8	74.75	87.05	91.72	92.47	113.63	113.44	106.74
ENSG00000036448	2.75	8.14	5.98	4.05	4.14	2.5	3.04	2.12	4.72
ENSG00000036473	0	0	0.2	0	0	0	0	0	0
ENSG00000036530	6.44	5.99	6.04	6.87	5.12	5.45	6.63	2.1	2.7
ENSG00000036549	39.9	20.25	19.5	31.86	19.72	21.4	26.37	27.92	28.35
ENSG00000036565	5.61	2.3	2.1	2.33	0.1	0	0	0.06	0
ENSG00000036672	9.45	4.17	6.16	8.34	3.35	1.85	4.82	2.94	1.63
ENSG00000036828	0.03	0	0.03	0	0	0	0	0	0
ENSG00000037042	33.59	40.17	35.12	35.08	36.37	38.32	32.29	8.13	30.87
ENSG00000037241	56.78	63.86	65.96	46.19	59.17	57.58	54.26	68.1	52.81
ENSG00000037280	0.21	0.82	0.78	1.25	1.67	2.09	1.01	1.23	0.93
ENSG00000037474	56	78.48	53.54	54.52	83.76	98.66	78.23	25.62	99.48
ENSG00000037637	25.42	21.14	21.95	24.47	29.82	28.62	27.49	25.46	30.44
ENSG00000037749	36.13	23.01	23.14	30.4	17.91	18.15	25.34	44.12	23.93
ENSG00000037757	26.96	28.73	30.15	25.8	23.94	24.66	20.01	7.46	16.5
ENSG00000037897	12.55	20.89	19.88	12.28	12.97	12.83	12.94	14.17	15.98
ENSG00000037965	0	0	0.07	0	0.07	0.08	0	0	0
ENSG00000038002	13.88	14.07	24.19	13.97	12.59	11.57	21.87	12.15	13.34
ENSG00000038210	5.88	6.74	6.14	5.37	5.53	7.83	7.78	4.69	10.44
ENSG00000038219	37.66	21.58	22.46	31.25	31.96	37.66	41.3	15.6	44.95
ENSG00000038274	37.29	34.86	36.78	31.21	60.16	69.7	91.29	108.6	73.46
ENSG00000038295	0.67	0.09	0.86	0.45	0.14	0	0.01	0.01	0
ENSG00000038358	73.71	100.86	100.5	73.5	119.27	104.28	106.04	66.71	82.55
ENSG00000038382	500.35	272.86	189.07	429.77	159.24	205.88	193.17	78.61	214.52
ENSG00000038427	142.53	70.95	245.22	105.46	95.06	65.04	78.82	102.99	82.82
ENSG00000038532	24.1	17.1	15.59	21.52	20.69	23.23	23.89	18.79	18.07
ENSG00000038945	0	0	0	0	1.19	0	0	0.04	0
ENSG00000039068	3.44	2.71	6.39	6.49	2.87	1.6	9.19	1.72	1.23
ENSG00000039123	73.36	33.67	35.81	50.96	35.53	51.82	61.94	71.23	46.56
ENSG00000039139	1.65	0.64	1.97	0.84	1	0.41	1.39	0.48	0.54
ENSG00000039319	54.52	34.69	33.16	72.04	51.24	58.48	57.51	26.02	76.63
ENSG00000039523	39.99	44.99	39.84	35.2	52.42	60.75	50.18	39.59	37.49
ENSG00000039537	0.29	0.29	0.27	0.36	0.14	0	0.18	0.02	0.01
ENSG00000039560	23.91	26.12	30.54	29.71	32.37	22.23	34.84	39.39	24.81
ENSG00000039600	0	0	0	0	0	0	0	0	0
ENSG00000039650	47.21	88.52	67.59	53.06	88.08	59.3	62.56	14.54	55.29
ENSG00000039987	0	0	0	0.31	0	0	0.05	0	0.05
ENSG00000040199	9.52	8.72	6.83	8.66	11.07	9.85	10.89	9.52	10.92
ENSG00000040275	32.09	34.39	34.03	33.96	43.26	49.92	45.75	31.44	53.04
ENSG00000040341	55.89	37.05	36.97	51.03	35.82	46.27	54.55	78.43	50.91
ENSG00000040487	19.06	30.91	23	18.76	23.25	30.68	29.58	15.89	23.41
ENSG00000040531	14.82	14.22	11.86	11.56	10.42	7.94	10.73	10.24	9.16
ENSG00000040608	9.71	7.92	5.94	2.84	12.24	12.28	6.93	13.36	3.86
ENSG00000040633	42.2	31.26	43.69	37.27	52.97	45.5	45.06	51.46	38.54
ENSG00000040731	28.26	10.47	13.6	26.5	4.7	0.97	2.88	2.27	0.83
ENSG00000040933	24.39	20.83	17.93	18.87	22.06	31.61	31.84	20.7	25.18
ENSG00000041353	0.92	0.35	0.51	0.72	0.54	0.04	0.76	0.32	0.13
ENSG00000041357	211.62	200.75	205.09	170.61	220.75	216.05	238.61	289.05	257.8
ENSG00000041515	2.76	2.57	3.79	3	1.85	1.99	1.77	2.15	0.7
ENSG00000041802	41.05	39.24	34.53	32.44	32.84	28.86	33.99	25.62	32.23
ENSG00000041880	3.98	5.63	6.04	6.07	4.96	5.39	9.13	2.91	5.48
ENSG00000041982	381.86	371.77	859.66	256.28	568.83	170.77	446.48	369.3	148.14
ENSG00000041988	30.7	29.48	34.34	20.71	36.58	41.85	31.67	24.92	30.49
ENSG00000042062	4.38	2.56	3.61	2.84	1.58	1.17	1.71	0.06	0.53
ENSG00000042088	17.91	13.14	16.74	19.23	28.74	30.67	27.45	38.42	27.65
ENSG00000042286	3.74	5.44	5.57	3.64	5.74	3.77	5.27	1.87	3.68
ENSG00000042304	0	0	0	0	0	0	0	0	0
ENSG00000042317	14.75	16.88	12.89	15.14	12.51	14.87	10.87	10.75	17.16
ENSG00000042429	46.32	38.96	31.08	37.55	43.5	46.04	53.37	35.41	52.22
ENSG00000042445	19.94	16.53	22.67	21.88	24.34	17.09	36.02	16.6	17.51
ENSG00000042493	4.16	13.88	11.55	3.53	25.53	5.91	26.42	17.17	3.59
ENSG00000042753	84.19	89.49	104.6	81.02	72.03	67.23	72.34	118.14	61.45
ENSG00000042781	0.04	0.01	0.02	0.01	0.05	0.02	0.03	0.03	0.04
ENSG00000042813	0	0	0	0	0	0	0.19	0	0
ENSG00000042832	0.73	0.14	0.06	0.71	0	0	0.18	0	0.03
ENSG00000042980	0.84	0.57	0.62	2.16	1.28	2.55	2.09	0.25	5.58
ENSG00000043039	0.05	0.28	0.06	0.13	0.06	0	0	0.04	0.04
ENSG00000043093	30.86	12.43	21.33	28.22	16.09	22.81	23.86	38.26	25.48
ENSG00000043143	1.85	2.67	4.4	2.17	1.94	0.68	1.94	1.23	0.42
ENSG00000043355	2.85	7.78	18.28	2.68	34.26	18.58	9.86	12.42	18.54
ENSG00000043462	0.19	0	0	0.61	0	0	0.06	0.02	0
ENSG00000043514	45.17	50.98	36.16	44.69	45.13	59.78	41.69	17.28	70.43
ENSG00000043591	0.04	0.05	0.56	0.08	0.05	0	0.1	0.09	0
ENSG00000044012	0	0	0	0.09	0	0	0	0	0
ENSG00000044090	11.57	15.96	19.04	13.28	19.85	15.21	19.09	12.57	13.96
ENSG00000044115	313.96	254.42	320.97	236.81	362.68	282.79	530.21	483.98	289.93
ENSG00000044446	26.28	56.72	43.42	29.4	28.63	41.3	29.81	13.62	39.7
ENSG00000044459	7.97	7.26	6.38	6.28	9.58	10.25	12.87	13.13	13.96
ENSG00000044524	24.37	10.3	18.25	8.26	8.34	8.74	14.6	18.34	9.8
ENSG00000044574	150.76	137.86	203.99	150.68	154.34	83.89	195.18	133.15	87.41
ENSG00000046604	2.04	2.58	2.35	1.55	2.74	0.67	1.03	1.78	0.64
ENSG00000046647	38.04	48.35	41.2	33.74	38.72	51.22	47.13	26.66	48.81
ENSG00000046651	51.72	67.61	48.03	63.38	86.19	103.08	74.35	21.39	136.08
ENSG00000046653	794.47	404.69	401.44	713.63	631.42	451.62	1061.41	881.86	474
ENSG00000046774	0	0	0	0.09	0	0	0	0	0
ENSG00000046889	3.8	4.92	6.61	21.17	3.32	1.75	3.03	3.07	2.31
ENSG00000047056	17.47	12.81	12.59	14.95	15.49	19.65	16.18	11.44	21.39
ENSG00000047188	29.86	25.02	20.85	28.63	32.78	29.35	27.78	11.18	40.44
ENSG00000047230	38.39	47.42	37.12	50.08	57.8	51.51	64.86	45.42	64.16
ENSG00000047249	48.32	43.55	52.9	49.94	44.48	39.86	62.99	45.66	41.6
ENSG00000047315	110.96	89.76	80.11	96.37	95.49	129.27	122.67	121.53	155.56
ENSG00000047346	57.32	49.34	39.55	56.03	52.53	81.79	68.87	39.43	113.68
ENSG00000047365	10.74	7.9	8.95	9.93	16.08	15.41	29.34	13.56	16.66
ENSG00000047410	88.71	90.2	91.51	91.41	99.91	102.81	119.37	59.23	116.05
ENSG00000047457	29.06	4.3	14.1	11.62	5.22	1.13	1.51	1.2	0.8
ENSG00000047578	15.48	15.58	12.67	13.82	17.49	20.39	20.21	8.41	16.9
ENSG00000047579	28.33	10.86	21.03	23.15	10.28	9.06	13.13	10.05	7.88
ENSG00000047597	0.06	0.03	0.02	0.23	0.03	0.03	0	0.01	0
ENSG00000047617	0	0	0.24	0.3	0.13	0	0.3	0.11	0
ENSG00000047621	19.52	16.39	18.19	19.15	14	16.03	18.5	14.51	22.16
ENSG00000047634	18.93	27.72	16.45	17.65	28.26	45.2	31.29	10.65	55.43
ENSG00000047644	16.46	17.08	24.51	15.82	24.03	24.75	24.88	18.14	26.23
ENSG00000047648	2.12	0.68	1.37	1.78	0.25	0.31	0.4	0.15	0.39
ENSG00000047662	1.41	1.11	0.78	2.36	0.59	0.95	1.05	0.45	1.34
ENSG00000047849	118.47	120.73	153.49	110.4	159	128.29	179.14	161.72	114.93
ENSG00000047932	56.81	31.42	34.32	43.62	34.35	40.02	43.18	24.3	53.17
ENSG00000047936	0	0.08	0.16	0.01	0	0	0.03	0	0
ENSG00000048028	28.63	30.44	29.42	27.91	39.69	44.43	55.59	37.95	51.93
ENSG00000048052	18.41	9.54	10.66	19.57	29.68	23.51	28.61	41.01	19.05
ENSG00000048140	37.96	38.29	41.47	31.12	43.28	32.66	40.47	36.51	25.04
ENSG00000048162	35.79	33.64	22.34	33.24	36.32	35.76	30.16	18.87	36.37
ENSG00000048342	36.43	20.88	30.75	27.83	20.38	24.36	30.01	19.67	33.17
ENSG00000048392	34.69	23.29	23.87	34.55	24.87	24.82	45.63	40.92	27.48
ENSG00000048405	18.24	8.18	15.77	16.21	12.5	16.6	15.04	13.21	17.84
ENSG00000048462	0	0	0.13	0.13	0	0	0.27	0	0.07
ENSG00000048471	8.61	5.7	5.4	8.47	5.03	6.87	9.05	14.42	6.79
